"","Basin","Year","Type","Transect","Interval","Lat_M","Lon_M","NperHa"
"1","EB",2021,"R","R03",1,42.41090514,-80.20608723,2825.08779093026
"2","EB",2021,"R","R03",2,42.40848574,-80.19701204,2527.99650083369
"3","EB",2021,"R","R03",3,42.40633613,-80.18777787,2532.72694708294
"4","EB",2021,"R","R03",4,42.4043933,-80.17855653,1991.07377441799
"5","EB",2021,"R","R03",5,42.40239056,-80.1692289,2073.71101988115
"6","EB",2021,"R","R03",6,42.40044811,-80.15992577,1722.5732113405
"7","EB",2021,"R","R03",7,42.39906491,-80.15347454,2576.22850162442
"8","EB",2021,"R","R04",1,42.45954388,-80.16363945,499.715398953187
"9","EB",2021,"R","R04",2,42.45392141,-80.16941193,981.151820835643
"10","EB",2021,"R","R04",3,42.44830377,-80.17538602,801.362846822033
"11","EB",2021,"R","R04",4,42.4426785,-80.18135483,2000.77312382794
"12","EB",2021,"R","R04",5,42.43701828,-80.18726505,1230.85416441802
"13","EB",2021,"R","R04",6,42.43131497,-80.1931017,960.073430859791
"14","EB",2021,"R","R04",7,42.42744133,-80.19716133,1635.07914560971
"15","EB",2021,"R","R05",1,42.19512798,-80.06107857,96.131972470343
"16","EB",2021,"R","R05",2,42.19831442,-80.06962884,80.1688357120266
"17","EB",2021,"R","R05",3,42.20152907,-80.07822482,359.27762621933
"18","EB",2021,"R","R05",4,42.20474278,-80.0867711,150.764517118983
"19","EB",2021,"R","R05",5,42.20803334,-80.09535002,42.7564086144676
"20","EB",2021,"R","R05",6,42.21131156,-80.10377567,5616.96568092551
"21","EB",2021,"R","R05",7,42.21346199,-80.10967632,283.44500782976
"22","EB",2021,"R","R08",15,42.3144746,-80.10934206,1408.4512489037
"23","EB",2021,"R","R08",16,42.31858725,-80.10625,1286.50643490298
"24","EB",2021,"R","R08",17,42.32566573,-80.10524476,1282.56342430654
"25","EB",2021,"R","R08",18,42.33275114,-80.10388851,1347.41615612614
"26","EB",2021,"R","R08",19,42.33987307,-80.1028,731.334035168328
"27","EB",2021,"R","R08",20,42.3470278,-80.10258333,608.735788742174
"28","EB",2021,"R","R08",21,42.35418923,-80.10285,840.955492090584
"29","EB",2021,"R","R08",22,42.35859534,-80.10296667,537.651150158549
"30","EB",2021,"T","T1a",9,42.47564951,-80.30385539,736.59041498882
"31","EB",2021,"T","T1a",10,42.46871524,-80.30141619,4537.07610790694
"32","EB",2021,"T","T1a",11,42.4617603,-80.2988902,8079.40550230694
"33","EB",2021,"T","T1a",12,42.45483258,-80.29637753,7612.86461400605
"34","EB",2021,"T","T1a",13,42.44785643,-80.29401827,18683.5324908982
"35","EB",2021,"T","T1a",14,42.44195,-80.29241667,23463.8942529556
"36","EB",2021,"T","T1a",15,42.43402892,-80.28985,2362.99862139469
"37","EB",2021,"T","T1a",16,42.42706017,-80.28748117,1493.99580268074
"38","EB",2021,"T","T1a",17,42.42007267,-80.285252,765.63539844708
"39","EB",2021,"T","T1a",18,42.4130606,-80.28301932,1144.46183999322
"40","EB",2021,"T","T1a",19,42.40610298,-80.28070655,260.213858378748
"41","EB",2021,"T","T1a",20,42.3991262,-80.27841072,257.205820861583
"42","EB",2021,"T","T1a",21,42.39216746,-80.27598942,136.864882272639
"43","EB",2021,"T","T1a",22,42.38518282,-80.27368872,248.127503036894
"44","EB",2021,"T","T1a",23,42.3781978,-80.27144927,292.706412144251
"45","EB",2021,"T","T1a",24,42.37122987,-80.26913663,253.900423877476
"46","EB",2021,"T","T1a",25,42.36422277,-80.26693185,896.051557443289
"47","EB",2021,"T","T1a",26,42.35723087,-80.2647214,1208.38796981924
"48","EB",2021,"T","T1a",27,42.35022841,-80.26258169,2162.27860510622
"49","EB",2021,"T","T1a",28,42.34323755,-80.26036252,3968.49602924026
"50","EB",2021,"T","T1a",29,42.33625905,-80.25811968,5693.54498060655
"51","EB",2021,"T","T1a",30,42.3292806,-80.2559102,2930.43591904468
"52","EB",2021,"T","T1a",31,42.32231551,-80.25360478,1409.51864971544
"53","EB",2021,"T","T1a",32,42.3153316,-80.25132457,1482.51208602663
"54","EB",2021,"T","T1a",33,42.30832199,-80.24910178,2144.32886756241
"55","EB",2021,"T","T1a",34,42.30133008,-80.24696558,789.221737557676
"56","EB",2021,"T","T1a",35,42.29437188,-80.24462952,717.305391073205
"57","EB",2021,"T","T1a",36,42.28739985,-80.24228328,812.894673680281
"58","EB",2021,"T","T1a",37,42.28041847,-80.24003393,622.089202912613
"59","EB",2021,"T","T1a",38,42.27344697,-80.23783788,383.276324612506
"60","EB",2021,"T","T1a",39,42.26645898,-80.23550855,596.162336873983
"61","EB",2021,"T","T1a",40,42.25950364,-80.23309566,1070.31556553781
"62","EB",2021,"T","T1a",41,42.25095872,-80.23016402,1567.1566537179
"63","EB",2021,"T","T1a",42,42.24573989,-80.22833333,404.3452835328
"64","EB",2021,"T","T1a",43,42.23873123,-80.2262993,1175.69938524191
"65","EB",2021,"T","T1a",44,42.2317194,-80.2242398,1342.73865482313
"66","EB",2021,"T","T1a",45,42.2247451,-80.22189044,359.213039943305
"67","EB",2021,"T","T1a",46,42.21775661,-80.21964109,617.754538912547
"68","EB",2021,"T","T1a",47,42.21079353,-80.21736505,348.451227465622
"69","EB",2021,"T","T1a",48,42.20381053,-80.21505147,483.838086503652
"70","EB",2021,"T","T1a",49,42.19682877,-80.21277626,258.109124908821
"71","EB",2021,"T","T1a",50,42.18982058,-80.21050686,323.944782419309
"72","EB",2021,"T","T1a",51,42.1828757,-80.20818079,1070.61300853127
"73","EB",2021,"T","T1a",52,42.17592039,-80.20585124,2434.88935424606
"74","EB",2021,"T","T1a",53,42.16893523,-80.20360464,561.291811050445
"75","EB",2021,"T","T1b",1,42.39367134,-80.11131823,1541.94771442081
"76","EB",2021,"T","T1b",2,42.40069218,-80.11273073,2628.86041530126
"77","EB",2021,"T","T1b",3,42.40775978,-80.11416993,1522.19239449239
"78","EB",2021,"T","T1b",4,42.41481728,-80.11572243,1569.037896291
"79","EB",2021,"T","T1b",5,42.42188515,-80.11742838,4559.17879246821
"80","EB",2021,"T","T1b",6,42.42892265,-80.11923333,5405.25491229359
"81","EB",2021,"T","T1b",7,42.43597,-80.12107333,2043.08522339199
"82","EB",2021,"T","T1b",8,42.44301759,-80.1228892,962.470263219618
"83","EB",2021,"T","T1b",9,42.45006493,-80.12471667,245.146151766058
"84","EB",2021,"T","T1b",10,42.45712954,-80.12653333,256.116745648075
"85","EB",2021,"T","T1b",11,42.46416341,-80.12831667,235.197503567431
"86","EB",2021,"T","T1b",12,42.47122457,-80.1301193,183.041462784537
"87","EB",2021,"T","T1b",13,42.47831848,-80.13149505,480.337285999262
"88","EB",2021,"T","T1b",14,42.48533646,-80.13295,2657.53418338102
"89","EB",2021,"T","T1b",15,42.4924418,-80.13439727,4311.34707691084
"90","EB",2021,"T","T1b",16,42.49950975,-80.13571992,7114.7510019842
"91","EB",2021,"T","T1b",17,42.5066229,-80.13725572,17932.9997422655
"92","EB",2021,"T","T1b",18,42.51370505,-80.13866835,8986.20470159299
"93","EB",2021,"T","T1b",19,42.52034137,-80.14004713,4138.1462527761
"94","EB",2021,"T","T1b",1,42.38666311,-80.10950993,153.193624229074
"95","EB",2021,"T","T1b",2,42.37966794,-80.10705042,81.7767890915221
"96","EB",2021,"T","T1b",3,42.37281782,-80.10432816,206.110726133637
"97","EB",2021,"T","T1b",4,42.3659239,-80.10162463,278.697768720815
"98","EB",2021,"T","T1b",5,42.35903616,-80.09892872,254.237187610377
"99","EB",2021,"T","T1b",6,42.35212379,-80.09631904,272.602068145943
"100","EB",2021,"T","T1b",7,42.34524201,-80.09362245,192.680382661836
"101","EB",2021,"T","T1b",8,42.33836361,-80.09089343,230.688058035717
"102","EB",2021,"T","T1b",9,42.3314816,-80.0881544,265.58941247429
"103","EB",2021,"T","T1b",10,42.32460043,-80.08537792,302.287477914513
"104","EB",2021,"T","T1b",11,42.31773579,-80.08267386,406.003528258298
"105","EB",2021,"T","T1b",12,42.31085931,-80.07997533,559.022336871469
"106","EB",2021,"T","T1b",13,42.30398233,-80.07711633,706.130823051517
"107","EB",2021,"T","T1b",14,42.29716489,-80.07433274,648.356824917145
"108","EB",2021,"T","T1b",15,42.29024902,-80.07158301,489.101701394559
"109","EB",2021,"T","T1b",16,42.28345409,-80.06877358,1695.26545608567
"110","EB",2021,"T","T1b",17,42.27653433,-80.06610033,1111.99955493569
"111","EB",2021,"T","T1b",18,42.26962486,-80.06353051,1442.92972548156
"112","EB",2021,"T","T1b",19,42.26267916,-80.06109166,853.446827063149
"113","EB",2021,"T","T1b",20,42.25580255,-80.05838418,87.9117109050467
"114","EB",2021,"T","T1b",21,42.2488784,-80.0558392,51.542065391008
"115","EB",2021,"T","T1b",22,42.24346667,-80.05326273,16.1369676592914
"116","EB",2021,"T","T1b",23,42.23691176,-80.04895948,74.1060103472913
"117","EB",2021,"T","T1b",24,42.2299606,-80.0465404,0.0674769363359033
"118","EB",2021,"T","T1b",25,42.22296489,-80.04434385,0.212745178779361
"119","EB",2021,"T","T1b",26,42.21596923,-80.04210086,7.39576811852275e-95
"120","EB",2021,"R","R33",1,42.59361705,-79.51105077,2384.6266188416
"121","EB",2021,"R","R33",2,42.59696517,-79.51957733,1871.86509792332
"122","EB",2021,"R","R33",3,42.60038333,-79.528025,986.552859024676
"123","EB",2021,"R","R33",4,42.60381862,-79.53647057,1334.08984137855
"124","EB",2021,"R","R33",5,42.60737383,-79.54484767,3527.09138973548
"125","EB",2021,"R","R33",6,42.61079629,-79.55330183,4289.94948561029
"126","EB",2021,"R","R33",7,42.61331309,-79.55931903,5822.01912161246
"127","EB",2021,"R","R34",1,42.66378333,-79.58178127,7391.00008284347
"128","EB",2021,"R","R34",2,42.66365,-79.59150438,1282.35009914811
"129","EB",2021,"R","R34",3,42.6635,-79.6012414,1602.30201133316
"130","EB",2021,"R","R34",4,42.66334004,-79.61096646,1001.75660819078
"131","EB",2021,"R","R34",5,42.66316667,-79.6206206,283.304860379537
"132","EB",2021,"R","R34",6,42.66305449,-79.6302987,1034.04551459057
"133","EB",2021,"R","R34",7,42.66305,-79.6360487,1091.87124157041
"134","EB",2021,"R","R35",1,42.55280605,-79.43896263,2932.5684693375
"135","EB",2021,"R","R35",2,42.54619419,-79.44277416,2407.84452808828
"136","EB",2021,"R","R35",3,42.53963482,-79.44662123,1900.04438556064
"137","EB",2021,"R","R35",4,42.53306283,-79.45038033,2793.97514770791
"138","EB",2021,"R","R35",5,42.52649123,-79.45420585,7180.06914253188
"139","EB",2021,"R","R35",6,42.51987977,-79.45789127,2836.54676185112
"140","EB",2021,"R","R35",7,42.51525295,-79.46046568,613.624559877263
"141","EB",2021,"R","R36",9,42.46534104,-79.51123333,5422.63605053455
"142","EB",2021,"R","R36",10,42.47151195,-79.51206667,972.133213290068
"143","EB",2021,"R","R36",11,42.47845284,-79.51409539,791.448368363857
"144","EB",2021,"R","R36",12,42.48552159,-79.51606831,324.348727279903
"145","EB",2021,"R","R36",13,42.49251353,-79.51817118,138.486576812502
"146","EB",2021,"R","R36",14,42.49950546,-79.52030738,264.095970677895
"147","EB",2021,"R","R36",15,42.50566339,-79.52233224,1372.95850144739
"148","EB",2021,"R","R37",1,42.72885541,-79.56447208,14415.4576072038
"149","EB",2021,"R","R37",2,42.72452079,-79.55751237,18167.222200339
"150","EB",2021,"R","R37",3,42.72217415,-79.54846327,26808.1806040984
"151","EB",2021,"R","R37",4,42.71996452,-79.53910807,17506.3546331196
"152","EB",2021,"R","R37",5,42.71781667,-79.5299362,14487.814403761
"153","EB",2021,"R","R37",6,42.71564839,-79.5207269,14557.2174939304
"154","EB",2021,"R","R37",7,42.71426729,-79.51353583,19493.5738174881
"155","EB",2021,"R","R39",1,42.50598333,-79.3552659,743.878175106806
"156","EB",2021,"R","R39",2,42.50732828,-79.36457981,198.07948674385
"157","EB",2021,"R","R39",3,42.5087,-79.3738685,440.836830261495
"158","EB",2021,"R","R39",4,42.51014056,-79.38343613,1347.54722972348
"159","EB",2021,"R","R39",5,42.51154316,-79.39285597,1790.39431588846
"160","EB",2021,"R","R39",6,42.51275,-79.40232577,1145.72180990745
"161","EB",2021,"R","R39",7,42.51366667,-79.40899817,893.214695439692
"162","EB",2021,"R","R40",1,42.66381667,-79.51798257,2982.25462395165
"163","EB",2021,"R","R40",2,42.66383333,-79.52766693,2883.24452003344
"164","EB",2021,"R","R40",3,42.66382702,-79.53739143,2186.44042013282
"165","EB",2021,"R","R40",4,42.66383333,-79.54704713,599.969303217792
